SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939015,Sir Winston Churchill Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,31,18,58
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939015,Sir Winston Churchill Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,30,14,47
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939015,Sir Winston Churchill Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,30,20,67
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939015,Sir Winston Churchill Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,30,20,67
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939017,Sir Charles Tupper Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939017,Sir Charles Tupper Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939017,Sir Charles Tupper Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939017,Sir Charles Tupper Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939018,David Thompson Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939018,David Thompson Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939018,David Thompson Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939018,David Thompson Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939019,Prince of Wales Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,21,11,52
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939019,Prince of Wales Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,22,14,64
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939019,Prince of Wales Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,22,12,55
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939019,Prince of Wales Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,23,9,39
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939020,Windermere Community Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,12,10,83
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939020,Windermere Community Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,12,9,75
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939020,Windermere Community Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,12,8,67
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939020,Windermere Community Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,11,8,73
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939022,Eric Hamber Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,27,19,70
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939022,Eric Hamber Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,27,13,48
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939022,Eric Hamber Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,26,19,73
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939022,Eric Hamber Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,27,14,52
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939024,University Hill Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939024,University Hill Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939024,University Hill Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,39,Vancouver,3939024,University Hill Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,40,New Westminster,4040008,New Westminster Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,40,New Westminster,4040008,New Westminster Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,40,New Westminster,4040008,New Westminster Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,40,New Westminster,4040008,New Westminster Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141001,Burnaby Central Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,14,9,64
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141001,Burnaby Central Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,15,11,73
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141001,Burnaby Central Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,15,9,60
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141001,Burnaby Central Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,14,9,64
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141002,Burnaby North Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141002,Burnaby North Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141002,Burnaby North Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141002,Burnaby North Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141005,Alpha Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,22,10,45
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141005,Alpha Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,22,8,36
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141005,Alpha Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,23,14,61
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141005,Alpha Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,23,12,52
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141007,Cariboo Hill Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141007,Cariboo Hill Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141007,Cariboo Hill Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141007,Cariboo Hill Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141011,Moscrop Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,37,23,62
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141011,Moscrop Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,34,20,59
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141011,Moscrop Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,36,25,69
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141011,Moscrop Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,34,23,68
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141062,Burnaby South Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,17,7,41
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141062,Burnaby South Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,17,7,41
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141062,Burnaby South Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,17,6,35
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141062,Burnaby South Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,17,5,29
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141063,Burnaby Mountain Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141063,Burnaby Mountain Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141063,Burnaby Mountain Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141063,Burnaby Mountain Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141068,Byrne Creek Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141068,Byrne Creek Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141068,Byrne Creek Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,41,Burnaby,4141068,Byrne Creek Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242001,Maple Ridge Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,12,10,83
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242001,Maple Ridge Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,11,4,36
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242001,Maple Ridge Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,11,7,64
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242001,Maple Ridge Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,11,6,55
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242002,Garibaldi Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242002,Garibaldi Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242002,Garibaldi Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242002,Garibaldi Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242003,Pitt Meadows Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242003,Pitt Meadows Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,10,7,70
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242003,Pitt Meadows Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,10,9,90
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242003,Pitt Meadows Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,10,7,70
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242004,Westview Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242004,Westview Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242004,Westview Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242004,Westview Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242038,Thomas Haney Centre,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,18,17,94
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242038,Thomas Haney Centre,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,18,12,67
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242038,Thomas Haney Centre,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,18,18,100
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242038,Thomas Haney Centre,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,18,17,94
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242045,Samuel Robertson Technical Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,18,14,78
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242045,Samuel Robertson Technical Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,17,9,53
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242045,Samuel Robertson Technical Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,18,14,78
2010/2011,SCHOOL LEVEL,BC Public School,42,Maple Ridge-Pitt Meadows,4242045,Samuel Robertson Technical Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,18,14,78
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343080,Dr. Charles Best Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,10,8,80
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343080,Dr. Charles Best Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,10,9,90
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343080,Dr. Charles Best Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,10,9,90
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343080,Dr. Charles Best Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,10,8,80
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343084,Montgomery Middle School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343084,Montgomery Middle School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343084,Montgomery Middle School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343084,Montgomery Middle School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343088,Port Moody Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,19,15,79
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343088,Port Moody Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,19,6,32
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343088,Port Moody Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,19,14,74
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343088,Port Moody Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,19,12,63
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343125,Gleneagle Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,79,57,72
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343125,Gleneagle Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,75,39,52
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343125,Gleneagle Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,77,49,64
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343125,Gleneagle Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,75,43,57
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343127,Heritage Woods Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,45,34,76
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343127,Heritage Woods Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,45,25,56
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343127,Heritage Woods Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,45,33,73
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343127,Heritage Woods Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,45,29,64
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343130,Pinetree Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,55,34,62
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343130,Pinetree Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,54,35,65
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343130,Pinetree Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,54,23,43
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343130,Pinetree Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,51,25,49
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343132,Riverside Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,24,18,75
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343132,Riverside Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,23,13,57
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343132,Riverside Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,24,19,79
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343132,Riverside Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,23,13,57
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,45,29,64
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,41,15,37
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,44,32,73
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,41,23,56
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444022,Argyle Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,40,26,65
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444022,Argyle Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,40,19,48
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444022,Argyle Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,40,26,65
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444022,Argyle Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,39,20,51
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444025,Handsworth Secondary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,73,53,73
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444025,Handsworth Secondary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Secondary Parents,72,33,46
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444025,Handsworth Secondary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Secondary Parents,73,48,66
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444025,Handsworth Secondary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Secondary Parents,73,39,53
2010/2011,SCHOOL LEVEL,BC Public School,44,North Vancouver,4444026,Windsor Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Secondary Parents,37,31,84
